drugbank_id,ATC,Name,Description,Indication,SMILES,blocks
DB00617,N03AC01,paramethadione,"Paramethadione is an anticonvulsant in the oxazolidinedione class. It is associated with fetal trimethadione syndrome, which is also known as paramethadione syndrome.",Used for the control of absence (petit mal) seizures that are refractory to treatment with other medications.,CCC1(C)OC(=O)N(C)C1=O,[]
DB00347,N03AC02,trimethadione,"An anticonvulsant effective in absence seizures, but generally reserved for refractory cases because of its toxicity. (From AMA Drug Evaluations Annual, 1994, p378)",Used in the control of absence (petit mal) seizures that are refractory to treatment with other medications.,CN1C(=O)OC(C)(C)C1=O,[]
DB00593,N03AD01,ethosuximide,An anticonvulsant especially useful in the treatment of absence seizures unaccompanied by other types of seizures.,For the treatment of petit mal epilepsy.,CCC1(C)CC(=O)NC1=O,[]
DB00832,N03AD02,phensuximide,Phensuximide is a member of the succinimide class with anticonvulsant properties. It suppresses the paroxysmal three cycle per second spike and wave EEG pattern associated with lapses of consciousness in petit mal seizures. The frequency of attacks is reduced by depression of nerve transmission in the motor cortex.,For the treatment of epilepsy.,CN1C(=O)CC(C1=O)C1=CC=CC=C1,['[3*]C1CC(=O)N(C)C1=O^[3*]c1ccccc1']
DB05246,N03AD03,mesuximide,Mesuximide (or methsuximide) is an anticonvulsant medication. It is sold by Pfizer under the name Petinutin.,For the control of absence (petit mal) seizures that are refractory to other drugs.,CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1,[]
DB00593,N03AD51,"ethosuximide, combinations",An anticonvulsant especially useful in the treatment of absence seizures unaccompanied by other types of seizures.,For the treatment of petit mal epilepsy.,CCC1(C)CC(=O)NC1=O,[]
DB01068,N03AE01,clonazepam,"A benzodiazepine used to treat various seizures, including myotonic or atonic seizures, photosensitive epilepsy, and absence seizures, although tolerance may develop [FDA Label] [L5572, F3763, F3787, F3796]. The agent has also been indicated for treating panic disorder [FDA Label] [A175438, L5572, F3763, F3787, F3796]. The mechanism of action appears to involve the enhancement of gamma-aminobutyric acid receptor responses [FDA Label] [A175438, A175441, L5572, F3763, F3787, F3796].

Since being first patented in 1960 and then released for sale from Roche in the US in 1975 [T469, T472], clonazepam has experienced a storied history in the treatment of the aforementioned medical conditions. Now available as a generic medication, the agent continues to see exceptionally high use as millions of prescriptions are written for the medication internationally every year. Unfortunately, however, like most benzodiazepines, clonazepam use has also been associated with recreational use and drug abuse [FDA Label] [L5572, F3763, F3787, F3796].","Clonazepam is indicated as monotherapy or as an adjunct in the treatment of Lennox-Gastaut syndrome (petit mal variant), akinetic, and myoclonic seizures [FDA Label] [F3787]. Furthermore, clonazepam may also be of some value in patients with absence spells (petit mal) who have failed to respond to succinimides [FDA Label] [F3787]. Additionally, clonazepam is also indicated for the treatment of panic disorder, with or without agoraphobia, as defined in the DSM-V [FDA Label].

Alternatively, some regional prescribing information note that clonazepam is indicated for all clinical forms of epileptic disease and seizures in adults, especially absence seizures (petit mal) including atypical absence; primary or secondarily generalised tonic-clonic (grand mal), tonic or clonic seizures; partial (focal) seizures with elementary or complex symptomatology; various forms of myoclonic seizures, myoclonus and associated abnormal movements [L5572, F3796]. Such regional label data also has clonazepam indicated for most types of epilepsy in infants and children, especially absences (petit mal), myoclonic seizures and tonic-clonic fits, whether due to primary generalized epilepsy or to secondary generalization of partial epilepsy [F3796].                                                                                                                                                                     ",[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,['[3*]C1=NCC(=O)Nc2ccc([N+](=O)[O-])cc21^[3*]c1ccccc1Cl']
DB00564,N03AF01,carbamazepine,"Carbamazepine, also known as Tegretol, is an anticonvulsant drug and analgesic drug used to control seizures and to treat pain resulting from trigeminal neuralgia. It was initially approved by the FDA in 1965.[A180301] Aside from the above uses, this drug is also given to control the symptoms of bipolar 1.[L1335] Interestingly, carbamazepine was the first anticonvulsant used to treat individuals with bipolar disorder.[A180319]","Carbamazepine is indicated for the treatment of epilepsy and pain associated with true trigeminal neuralgia.[L1335] In particular, carbamazepine has shown efficacy in treating mixed seizures, partial seizures with complex symptoms, and generalized tonic-clonic seizures.[A180301,L1335] Carbamazepine is also indicated for the treatment of manic episodes and mixed manic-depressive episodes caused by bipolar I disorder.[L1335] Some off-label, unapproved uses of carbamazepine include the treatment of alcohol withdrawal syndrome and restless leg syndrome.[A180415,A180421]",NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,[]
DB00776,N03AF02,oxcarbazepine,"Oxcarbazepine is an anti-epileptic medication used in the treatment of partial onset seizures that was first approved for use in the United States in 2000.[L8627,L8630,L863] It is a structural derivative of [carbamazepine][A186101] and exerts a majority of its activity via a pharmacologically active metabolite, MHD, which exists as a racemate in the blood - a pro-drug of the more active (S)-enantiomer is also marketed as a separate anti-epileptic under the name [eslicarbazepine].[A186011] Compared to other anti-epileptic drugs, which are generally metabolized via the cytochrome P450 system, oxcarbazepine has a reduced propensity for involvement in drug-drug interactions owing to its primarily reductive metabolism.[A186032]","In the United States, oxcarbazepine is indicated as monotherapy in the treatment of partial-onset seizures in patients 4 years of age and older, and as adjunctive therapy in the treatment of partial-onset seizures in patients 2 years of age and older.[L8627] In Canada, oxcarbazepine is indicated for use as monotherapy or adjunctive therapy in the treatment of partial-onset seizures in patients 6 years of age and older.[L8630]",NC(=O)N1C2=CC=CC=C2CC(=O)C2=C1C=CC=C2,[]
DB06201,N03AF03,rufinamide,"Rufinamide is a triazole derivative and an anticonvulsant medication to treat seizure disorders like Lennox-Gastuat syndrome, a form of childhood epilepsy. Clinical trials suggest its efficacy in the treatment of partial seizures.",Adjunct therapy for treatment of seizures associated with Lennox-Gastaut syndrome.   ,NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1,['[3*]Cn1cc(C(N)=O)nn1^[3*]c1c(F)cccc1F']
DB14575,N03AF04,eslicarbazepine,Adjunctive Therapy for Adults with Partial-Onset Seizures,,NC(=O)N1C2=C(C[C@H](O)C3=C1C=CC=C3)C=CC=C2,[]
DB00313,N03AG01,valproic acid,"Valproic acid, or valproate, is an fatty acid derivative and anticonvulsant originally synthesized in 1881 by Beverly S. Burton.[A178051] It enjoyed use as a popular organic solvent in industry and pharmaceutical manufacturing for nearly a century. In 1963, a serendipitous discovery was made by George Carraz during his investigations into the anticonvulsant effects of khelline when he found that all of his samples, dissolved in valproic acid, exerted a similar degree of anticonvulsive activity. It first received approval on February 28, 1978 from the FDA under the trade name Depakene.[L6190]

Since then, it has been investigated for neuroprotective, anti-manic, and anti-migraine effects. It is currently a compound of interest in the field of oncology for its anti-proliferative effects and is the subject of many clinical trials in a variety of cancer types.","**Indicated** for:[Label] 

1) Use as monotherapy or adjunctive therapy in the management of complex partial seizures and simple or complex absence seizures. 

2) Adjunctive therapy in the management of multiple seizure types that include absence seizures. 

3) Prophylaxis of migraine headaches.

4) Acute management of mania associated with bipolar disorder.


**Off-label** uses include:
 
1) Maintenance therapy for bipolar disorder.[A177919]

2) Treatment for acute bipolar depression.[A177928,A177931,A177934]

3) Emergency treatment of status epilepticus.[A177955]",CCCC(CCC)C(O)=O,[]
DB01080,N03AG04,vigabatrin,"Vigabatrin is an analog of gamma-aminobutyric acid ([GABA]), the main inhibitory neurotransmitter in the central nervous system, used in the treatment of refractory seizures and infantile spasms.[L13616] It irreversibly inhibits the enzyme responsible for GABA metabolism, thereby increasing levels of circulating GABA. Although administered as a racemic mixture, only the S(+) enantiomer is pharmacologically active.[A202037]

It was first introduced as an antiepileptic agent in the United Kingdom in 1989 and was used extensively until 1997, when an association with vision loss became apparent.[A202124] Its use is now generally reserved for patients who have failed alternative therapies, and its US approval by the FDA in 2009 mandated the creation of a drug registry to monitor patients for visual deficits.[L13661,A202124]",Vigabatrin is indicated as adjunctive therapy in the treatment of refractory complex partial seizures in patients 2 years of age and older who have had inadequate responses to multiple previous treatments (i.e. not to be used for first-line therapy).[L13616] It is also indicated as monotherapy in the treatment of infantile spasms in patients between 1 month and 2 years of age for whom the potential benefits outweigh the risk of vision loss.[L13616],NC(CCC(O)=O)C=C,[]
DB00906,N03AG06,tiagabine,"Tiagabine is an anti-convulsive medication. It is also used in the treatment for panic disorder as are a few other anticonvulsants. Though the exact mechanism by which tiagabine exerts its effect on the human body is unknown, it does appear to operate as a selective GABA reuptake inhibitor.",For the treatment of partial seizures,CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1,['[3*]c1sccc1C^[2*]C(=C[1*])c1sccc1C^[3*]CCN1CCC[C@@H](C(=O)O)C1']
DB08329,N03AX03,sultiame,,,NS(=O)(=O)C1=CC=C(C=C1)N1CCCCS1(=O)=O,['[3*]N1CCCCS1(=O)=O^[3*]c1ccc(S(N)(=O)=O)cc1']
DB01121,N03AX07,phenacemide,Phenacemide is used to control certain seizures in the treatment of epilepsy. This medicine acts on the central nervous system (CNS) to reduce the number and severity of seizures.,Used to control certain seizures in the treatment of epilepsy.,NC(=O)NC(=O)CC1=CC=CC=C1,[]
DB00555,N03AX09,lamotrigine,"Lamotrigine is an antiepileptic drug belonging in the phenyltriazine class. It is used in the treatment of both epilepsy and as a mood stabilizer in bipolar disorder.  Lamotrigine is the first medication since lithium granted Food and Drug Administration (FDA) approval for the maintenance treatment of bipolar type I.   It is approved for use in more than 30 countries.[A191350]

Lamotrigine has relatively few side-effects and does not require laboratory monitoring. While it is indicated for epilepsy and bipolar disorders, there is evidence that lamotrigine could have some clinical efficacy in certain neuropathic pain states.[A849,A850]","Lamotrigine is indicated as adjunctive therapy for the following seizure types in patients ≥2 years of age: partial seizures, primary generalized tonic-clonic seizures, and generalized seizures due to Lennox-Gastaut syndrome.[L9404]

It is also indicated for the process of conversion to drug monotherapy for those at least 16 years of age or older with partial seizures and currently  are receiving treatment with carbamazepine, phenytoin, phenobarbital, primidone, or valproate as the single antiepileptic drug (AED).[L9404]

In addition to the above, lamotrigine is also indicated for the maintenance treatment of bipolar I disorder, delaying the time to mood episodes (which may include mania, hypomania, depression, mixed episodes) in adults at least 18 years or older, who have been  treated for acute mood symptoms with standard therapy.[L9404]

Limitations of use

It is important to note that lamotirigine should not be used in the treatment of acute mood episodes, as efficacy has not been established in this context.[L9404]",NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1,['[3*]c1cccc(Cl)c1Cl^[3*]c1nnc(N)nc1N']
DB00949,N03AX10,felbamate,"Felbamate is an anticonvulsant drug used in the treatment of epilepsy. In particular, in the adult patient population, it can be employed to treat partial seizures (with and without generalization). Alternatively, it is used to treat partial and generalized seizures associated with Lennox-Gastaut syndrome in children. It has a weak inhibitory effect on GABA receptor binding sites.",For use only in those patients who respond inadequately to alternative treatments and whose epilepsy is so severe that a substantial risk of aplastic anemia and/or liver failure is deemed acceptable in light of the benefits conferred by its use.,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1,['[3*]C(COC(N)=O)COC(N)=O^[3*]c1ccccc1']
DB00273,N03AX11,topiramate,"Topiramate is a anti-epileptic drug used to manage seizures and prevent migraines.[A175249] It was initially approved by the FDA in 1996. In 2004, topiramate was approved for the prevention of migraine in adults.[A188309,L10544] Since 2012, the extended-release formulation has been approved in combination with [phentermine] for chronic weight management therapy in adults.[L10550] 

Characteristics that distinguish topiramate from other antiepileptic drugs are a monosaccharide chemical structure containing a sulfamate, and 40% of its mass accounted for by oxygen.[A175249] Interestingly, topiramate was discovered by chance when attempts were made to formulate a novel antidiabetic drug.[A188330]","Topiramate is indicated  for the following conditions: 1)Monotherapy for partial onset or primary generalized tonic-clonic seizures for patients 2 years of age and above 2)Adjunctive therapy for partial onset seizures or primary generalized tonic-clonic seizures for both adult and pediatric patients above 2 years old 3)Adjunctive therapy for seizures associated with Lennox-Gastaut syndrome in patients above 2 years of age 4)Prophylaxis of migraine in children 12 years of age and older and adults.[L10544]

Topiramate is also used off-label as an adjunct therapy for weight management[L10550] and for mood disorders.[A188312]",[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2,[]
DB00996,N03AX12,gabapentin,"Gabapentin is a structural analogue of the inhibitory neurotransmitter gamma-aminobutyric acid ([GABA]) that was first approved for use in the United States in 1993.[L8717] It was originally developed as a novel anti-epileptic for the treatment of certain types of seizures[A186277,A186143] - today it is also widely used to treat neuropathic pain.[A14097,A186179] Gabapentin has some stark advantages as compared with other anti-epileptics, such as a relatively benign adverse effect profile, wide therapeutic index, and lack of appreciable metabolism making it unlikely to participate in pharmacokinetic drug interactions.[A186143,A185981,L8717]. It is structurally and functionally related to another GABA derivative, [pregabalin].","In the United States, gabapentin is officially indicated for the treatment of postherpetic neuralgia in adults and for the adjunctive treatment of partial-onset seizures, with or without secondary generalization, in patients 3 years of age and older.[L8717] In Europe, gabapentin is indicated for adjunctive therapy in the treatment of partial-onset seizures, with or without secondary generalization, in patients 6 years of age and older and as monotherapy in patients 12 years of age and older. It is also used in adults for the treatment of various types of peripheral neuropathic pain, such as painful diabetic neuropathy.[L8732]",NCC1(CC(O)=O)CCCCC1,[]
DB01202,N03AX14,levetiracetam,"Levetiracetam is a drug within the pyrrolidine class that is used to treat various types of seizures stemming from epileptic disorders. It was first approved for use in the United States in 1999 and is structurally and mechanistically unrelated to other anti-epileptic drugs (AEDs).[L8606,L8600,L8615] Levetiracetam possesses a wide therapeutic index[L8615,A185918] and little-to-no potential to produce, or be subject to, pharmacokinetic interactions[L8606,L8600,L8615] - these characteristics make it a desirable choice over other AEDs, a class of drugs notorious for having generally narrow therapeutic indexes and a propensity for involvement in drug interactions.[A185927]","Levetiracetam is indicated as an adjunctive therapy in the treatment of partial onset seizures in epileptic patients who are one month of age and older. Additionally, it is indicated as an adjunct in the treatment of myoclonic seizures in patients with juvenile myoclonic epilepsy who are 12 years of age and older, and in primary generalized tonic-clonic seizures in patients with idiopathic generalized epilepsy who are 6 years of age and older.[L8606]

Levetiracetam is also available as an orally dissolvable tablet that is indicated as an adjunct in the treatment of partial onset seizures in patients with epilepsy who are 4 years of age and older and weigh more than 20kg.[L8609]",CC[C@H](N1CCCC1=O)C(N)=O,[]
DB00909,N03AX15,zonisamide,"Zonisamide is a sulfonamide anticonvulsant approved for use as an adjunctive therapy in adults with partial-onset seizures. Zonisamide may be a carbonic anhydrase inhibitor although this is not one of the primary mechanisms of action. Zonisamide may act by blocking repetitive firing of voltage-gated sodium channels leading to a reduction of T-type calcium channel currents, or by binding allosterically to GABA receptors. This latter action may inhibit the uptake of the inhibitory neurotransmitter GABA while enhancing the uptake of the excitatory neurotransmitter glutamate.",For use as adjunctive treatment of partial seizures in adults with epilepsy.,NS(=O)(=O)CC1=NOC2=CC=CC=C12,[]
DB00230,N03AX16,pregabalin,"Pregabalin is structurally similar to gamma-aminobutyric acid (GABA) - an inhibitory neurotransmitter.[A173995] It may be used to manage neuropathic pain, postherpetic neuralgia, and fibromyalgia among other conditions.[A187190] Although as per the FDA Label the mechanism of action has not been definitively defined, there is evidence that pregabalin exerts its effects by binding to the α2δ subunit of voltage-dependent calcium channels.[A187190][L7066] Pregabalin is marketed by Pfizer under the trade name Lyrica and Lyrica Cr (extended release).[L1006][L7066] It may have dependence liability if misused but the risk appears to be highest in patients with current or past substance use disorders.[A31161]","Pregabalin is indicated for the management of neuropathic pain associated with diabetic peripheral neuropathy, postherpetic neuralgia, fibromyalgia, neuropathic pain associated with spinal cord injury, and as adjunctive therapy for the treatment of partial-onset seizures in patients 1 month of age and older.[L7066]",CC(C)C[C@H](CN)CC(O)=O,[]
DB09118,N03AX17,stiripentol,"Stiripentol is an anticonvulsant drug used in the treatment of epilepsy as an adjunct therapy along with [DB00349] and [DB00313].  This drug is currently approved in the USA, Canada, and European countries as oral tablets marketed as Diacomit.   FDA approval of this drug was granted on August 20, 2018 [L4352], [F1240]. Unrelated to other anticonvulsants, stiripentol belongs to the group of aromatic allylic alcohols and may potentiate the effect of other antiepileptic drugs (AEDs) due to pharmacokinetic interactions. It elevates the levels of gamma-aminobutyric acid (GABA), a major inhibitory neurotransmitter that regulates electrical activity in the central nervous system.","Indicated for use in conjunction with clobazam and valproate as adjunctive therapy of refractory generalized tonic-clonic seizures in patients with severe myoclonic epilepsy in infancy (SMEI, Dravet’s syndrome) whose seizures are not adequately controlled with clobazam and valproate.",CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1,['[3*]/C=C/C(O)C(C)(C)C^[3*]c1ccc2c(c1)OCO2']
DB06218,N03AX18,lacosamide,"Lacosamide is a functionalized amino acid that has activity in the maximal electroshock seizure test, and is indicated for the adjunctive treatment of partial-onset seizures and diabetic neuropathic pain. Recent studies indicate that Lacosamide only affects those neurons which are depolarized or active for long periods of time, typical of neurons at the focus of an epileptic seizure, as opposed to other antiepileptic drugs such as carbamazepine or lamotrigine which slow the recovery from inactivation and reduce the ability of neurons to fire action potentials.",Lacosamide is indicated for adjunctive therapy for partial onset seizures in patients with epilepsy over 17 years old. Injection is indicated for short term use when oral therapy is not feasible. ,COC[C@@H](NC(C)=O)C(=O)NCC1=CC=CC=C1,['[3*]C(=O)[C@@H](COC)NC(C)=O^[3*]NCc1ccccc1']
DB04953,N03AX21,retigabine,"Ezogabine (D23129) is a close structural analog of the centrally acting analgesic flupitrine. It is a neuronal potassium channel opener being developed as a first-in-class antiepileptic drug (AED) and is currently being studied in Phase 3 trials as an adjunctive treatment for partial-onset seizures in adult patients with refractory epilepsy. FDA approved in June 10, 2011 under the name of ezogabine.",Adjuvant treatment of partial-onset seizures. ,CCOC(=O)NC1=C(N)C=C(NCC2=CC=C(F)C=C2)C=C1,['[3*]CNc1ccc(NC(=O)OCC)c(N)c1^[3*]c1ccc(F)cc1']
DB08883,N03AX22,perampanel,Perampanel is a noncompetitive AMPA glutamate receptor antagonist. It is marketed under the name Fycompa™ and is indicated as an adjunct in patients over 12 years old for the treatment of partial-onset seizures that may or may not occur with generalized seizures. The FDA label includes an important black-boxed warning of serious or life-threatening behavioral and psychiatric reactions in patients taking Fycompa™.,Used in patients over 12 years old for the treatment of partial-onset seizures that may or may not occur with generalized seizures.,O=C1N(C=C(C=C1C1=CC=CC=C1C#N)C1=NC=CC=C1)C1=CC=CC=C1,['[3*]c1ccccn1^[2*]c1cc([1*])c(=O)n(-c2ccccc2)c1^[3*]c1ccccc1C#N']
DB05541,N03AX23,brivaracetam,"Brivaracetam is a racetam derivative of levetiracetam used in the treatment of partial-onset seizures. Brivaracetam binds SV2A with 20 times higher affinity than levetiracetam [A19184]. It is available under the brand name Briviact made by UCB. Briviact received FDA approval on February 19, 2016 [L760].",Used as adjunctive therapy for partial-onset seizures in patients 16 years of age or older.,CCC[C@H]1CN([C@@H](CC)C(N)=O)C(=O)C1,[]
DB09061,N03AX24,cannabidiol,"Cannabidiol, or CBD, is one of at least 85 active cannabinoids identified within the Cannabis plant. It is a major phytocannabinoid, accounting for up to 40% of the Cannabis plant's extract, that binds to a wide variety of physiological targets of the endocannabinoid system within the body. Although the exact medical implications are currently being investigated, CBD has shown promise as a therapeutic and pharmaceutical drug target. In particular, CBD has shown promise as an analgesic, anticonvulsant, muscle relaxant, anxiolytic, antipsychotic and has shown neuroprotective, anti-inflammatory, and antioxidant activity, among other currently investigated uses [A32477, A32469]. CBD's exact place within medical practice is still currently hotly debated, however as the body of evidence grows and legislation changes to reflect its wide-spread use, public and medical opinion have changed significantly with regards to its usefulness in a number of medical conditions ranging from anxiety to epilepsy.

From a pharmacological perspective, Cannabis' (and CBD's) diverse receptor profile explains its potential application for such a wide variety of medical conditions. Cannabis contains more than 400 different chemical compounds, of which 61 are considered cannabinoids, a class of compounds that act upon endogenous cannabinoid receptors of the body [A32584]. Cannabinoid receptors are utilized endogenously by the body through the endocannabinoid system, which includes a group of lipid proteins, enzymes, and receptors that are involved in many physiological processes. Through its modulation of neurotransmitter release, the endocannabinoid system regulates cognition, pain sensation, appetite, memory, sleep, immune function, and mood among many other bodily systems. These effects are largely mediated through two members of the G-protein coupled receptor family, cannabinoid receptors 1 and 2 (CB1 and CB2)[A32585,A32824]. CB1 receptors are found in both the central and peripheral nervous systems, with the majority of receptors localized to the hippocampus and amygdala of the brain. Physiological effects of using cannabis make sense in the context of its receptor activity as the hippocampus and amygdala are primarily involved with regulation of memory, fear, and emotion. In contrast, CB2 receptors are mainly found peripherally in immune cells, lymphoid tissue, and peripheral nerve terminals [A32676].

Tetrahydrocannabinol (THC) and cannabidiol (CBD) are two types of cannabinoids found naturally in the resin of the marijuana plant, both of which interact with the cannabinoid receptors that are found throughout the body. Although THC and CBD have been the most studied cannabinoids, there are many others identified to date including cannabinol (CBN), cannabigerol (CBG), [DB14050] (CBDV), and [DB11755] (THCV) that can be found within the medical cannabis [A32830]. While both CBD and THC are used for medicinal purposes, they have different receptor activity, function, and physiological effects. If not provided in their activated form (such as through synthetic forms of THC like [DB00470] or [DB00486]), THC and CBD are obtained through conversion from their precursors, tetrahydrocannabinolic acid-A (THCA-A) and cannabidiolic acid (CBDA), through decarboxylation reactions. This can be achieved through heating, smoking, vaporization, or baking of dried unfertilized female cannabis flowers.

The primary psychoactive component of Cannabis, delta 9-tetrahydrocannabinol (Δ9-THC), demonstrates its effects through weak partial agonist activity at Cannabinoid-1 (CB1R) and Cannabinoid-2 (CB2R) receptors. This activity results in the well-known effects of smoking cannabis such as increased appetite, reduced pain, and changes in emotional and cognitive processes. In contrast to THC's weak agonist activity, CBD has been shown to act as a negative allosteric modulator of the cannabinoid CB1 receptor, the most abundant G-Protein Coupled Receptor (GPCR) in the body [A32469]. Allosteric regulation is achieved through the modulation of receptor activity on a functionally distinct site from the agonist or antagonist binding site which is clinically significant as direct agonists (such as THC) are limited by their psychomimetic effects such as changes to mood, memory, and anxiety[A32469]. 

In addition to the well-known activity on CB1 and CB2 receptors, there is further evidence that CBD also activates 5-HT1A/2A/3A serotonergic and TRPV1–2 vanilloid receptors, antagonizes alpha-1 adrenergic and µ-opioid receptors, inhibits synaptosomal uptake of noradrenaline, dopamine, serotonin and gamma-aminobutyric acid (GABA), and cellular uptake of anandamide, acts on mitochondria Ca2+ stores, blocks low-voltage-activated (T-type) Ca2+ channels, stimulates activity of the inhibitory glycine-receptor, and inhibits activity of fatty amide hydrolase (FAAH) [A31555, A31574].

CBD is currently available in Canada within a 1:1 formulation with tetrahydrocannbinol (THC) (as the formulation known as ""nabiximols"") as the brand name product Sativex. It is approved for use as adjunctive treatment for symptomatic relief of spasticity in adult patients with multiple sclerosis (MS). Sativex was also given a conditional Notice of Compliance (NOC/c) for use as adjunctive treatment for the symptomatic relief of neuropathic pain in adult patients with multiple sclerosis and as adjunctive analgesic treatment for moderate to severe pain in adult patients with advanced cancer [L886].

In April 2018, a Food and Drug Administration advisory panel unanimously recommended approval of Epidiolex (cannabidiol oral solution) for the treatment of two rare forms of epilepsy - Lennox-Gastaut syndrome and Dravet syndrome, which are among the two most difficult types of epilepsy to treat [L2721, L2719]. Epidiolex was granted Orphan Drug designation as well as Fast Track Approval from the FDA for further study in these hard to treat conditions. Notably, phase 3 clinical trials of Epidiolex have demonstrated clinically significant improvement in Lennox-Gastaut syndrome and Dravet syndrome [L2720]. On June 25th, 2018, Epidiolex was approved by the FDA to be the first CBD-based product available on the US market.","When used in combination with delta-9-tetrahydrocannabinol as the product Sativex, cannabidiol was given a standard marketing authorization (ie. a Notice of Compliance (NOC)) by Health Canada for the following indications: 
1) as adjunctive treatment for symptomatic relief of spasticity in adult patients with multiple sclerosis (MS) who have not responded adequately to other therapy and who demonstrate meaningful improvement during an initial trial of therapy [L886];

Due to the need for confirmatory studies to verify the clinical benefit coupled with the promising nature of the clinical evidence, Sativex was also given a Notice of Compliance with Conditions (NOC/c) by Health Canada for the following indications: 
1) as adjunctive treatment for the symptomatic relief of neuropathic pain in adult patients with multiple sclerosis; 
2) as adjunctive analgesic treatment in adult patients with advanced cancer who experience moderate to severe pain during the highest tolerated dose of strong opioid therapy for persistent background pain [L886].",CCCCCC1=CC(O)=C([C@@H]2C=C(C)CC[C@H]2C(C)=C)C(O)=C1,['[3*][C@@H]1C=C(C)CC[C@H]1C(=C)C^[3*]c1c(O)cc(CCCCC)cc1O']
DB00376,N04AA01,trihexyphenidyl,One of the centrally acting muscarinic antagonists used for treatment of parkinsonian disorders and drug-induced extrapyramidal movement disorders and as an antispasmodic.,Indicated for the treatment of parkinson's disease and extrapyramidal reactions caused by drugs.,OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1,[]
DB00810,N04AA02,biperiden,"A muscarinic antagonist that has effects in both the central and peripheral nervous systems. It has been used in the treatment of arteriosclerotic, idiopathic, and postencephalitic parkinsonism. It has also been used to alleviate extrapyramidal symptoms induced by phenothiazine derivatives and reserpine.",For use as an adjunct in the therapy of all forms of parkinsonism and control of extrapyramidal disorders secondary to neuroleptic drug therapy.,OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1,[]
DB00340,N04AA03,metixene,Metixene (or methixene) is a anticholinergic used as an antiparkinsonian agent.,Used for the symptomatic treatment of parkinsonism.,CN1CCCC(CC2C3=CC=CC=C3SC3=CC=CC=C23)C1,[]
DB00387,N04AA04,procyclidine,A muscarinic antagonist that crosses the blood-brain barrier and is used in the treatment of drug-induced extrapyramidal disorders and in parkinsonism.,"For the treatment of all forms of Parkinson's Disease, as well as control of extrapyramidal reactions induced by antipsychotic agents.",OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1,[]
DB00392,N04AA05,profenamine,Profenamine is a medication derived from phenothiazine. It is primarily used as an antidyskinetic to treat parkinsonism. It is sold under the trade names Parsidol in the United States and Parsidan in Canada.,For use in the treatment of Parkinson's disease and also used to control severe reactions to certain medicines such as reserpine.,CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12,[]
DB01173,N04AB02,orphenadrine (chloride),A muscarinic antagonist used to treat drug-induced parkinsonism and to relieve pain from muscle spasm.,"Indicated as an adjunct to rest, physical therapy, and other measures for the relief of discomfort associated with acute painful musculo skeletal conditions.",CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1C,['[3*]C(OCCN(C)C)c1ccccc1^[3*]c1ccccc1C']
DB00245,N04AC01,benzatropine,"Benztropine, with the chemical formula 3alpha-diphenylmethoxytropane, is a tropane-based dopamine inhibitor used for the symptomatic treatment of Parkinson's disease. It is a combination molecule between a tropane ring, similar to cocaine, and a diphenyl ether from the dialkylpiperazines determined to be a dopamine uptake inhibitor since 1970. The generation of structure-activity relationships proved that benztropine derivatives with the presence of a chlorine substituent in the para position in one of the phenyl rings produces an increased potency for dopamine uptake inhibition as well as a decreased inhibition of serotonin and norepinephrine.[A37914] Benztropine was developed by USL Pharma and officially approved by the FDA on 1996.[L5500]","Benztropine is indicated to be used as an adjunct in the therapy of all forms of parkinsonism. It can also be used for the control of extrapyramidal disorders due to neuroleptic drugs.[T203]

The extrapyramidal symptoms are defined as drug-induced disorders that include symptoms of dystonia, akathisia, parkinsonism, bradykinesia, tremors, and dyskinesia.[A175120] 

Parkinsonism is a general term that refers to the group of neurological disorders that produce symptoms similar to Parkinson's disease such as tremors, slow movement, and stiffness. The parkinsonism includes a large number of disorders and some of them have not been clearly defined.[L5509]",[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,['[3*]C(O[C@H]1C[C@H]2CC[C@@H](C1)N2C)c1ccccc1^[3*]c1ccccc1']
